,Oxaliplatin,Ulixertinib,Fulvestrant,Uprosertib,Dactinomycin,Docetaxel,Camptothecin,5-Fluorouracil,Afatinib,Taselisib,PD0325901,Sapitinib,Alpelisib,SCH772984,LGK974,Luminespib,Linsitinib,GSK1904529A,EPZ5676,EPZ004777,Irinotecan,PLX-4720,Nutlin-3a (-),MG-132,Staurosporine,MK-2206,Trametinib,Palbociclib,MK-1775,Cisplatin,Pictilisib,AZD7762,Olaparib,Dasatinib,AZD3759,PD173074,Vorinostat,Dabrafenib,Paclitaxel,AZD4547,Lapatinib,Sorafenib,Nilotinib,Tamoxifen,Gemcitabine,Venetoclax,Bortezomib,Wee1 Inhibitor,Osimertinib,AGI-5198,Ipatasertib,Erlotinib,Sepantronium bromide,Cediranib,Buparlisib,YK-4-279,AZD8186,UMI-77,Cytarabine,BPD-00008900,MIM1,Dactolisib,NVP-ADW742,Gefitinib,Telomerase Inhibitor IX,GDC0810,WEHI-539,BDP-00009066,Epirubicin,GSK2578215A,I-BRD9,P22077,AZD6738,AZD5363,BMS-536924,ABT737,WIKI4,Afuresertib,Savolitinib,Navitoclax,Cyclophosphamide,MIRA-1,Pyridostatin,Temozolomide,Vinorelbine,Vinblastine,Pevonedistat,Foretinib,BIBR-1532,MK-8776,Talazoparib,AMG-319,AZ6102,VX-11e,LJI308,AT13148,Rapamycin,GSK591,VE821,GNE-317,Crizotinib,Entinostat,Alisertib,Fludarabine,Mitoxantrone,Niraparib,JAK1_8709,Leflunomide,IRAK4_4710,Entospletinib,BMS-345541,Podophyllotoxin bromide,Gallibiscoquinazole,Sinularin,PCI-34051,Carmustine,Topotecan,AGI-6780,VSP34_8731,MN-64,ML323,XAV939,PFI3,Zoledronate,CZC24832,KRAS (G12C) Inhibitor-12,ERK_2440,Acetalax,LY2109761,AZD1332,Mirin,OTX015,Wnt-C59,PRIMA-1MET,PRT062607,AZD5438,Obatoclax Mesylate,AZD2014,OF-1,Selumetinib,WZ4003,Teniposide,Picolinici-acid,JAK_8517,Elephantin,Ruxolitinib,VE-822,ERK_6604,IWP-2,PAK_5339,RVX-208,TAF1_5496,Dinaciclib,Nelarabine,IGF1R_3801,GSK343,CDK9_5576,LCL161,I-BET-762,AZD5153,CDK9_5038,AZD1208,Dihydrorotenone,ULK1_4989,Sabutoclax,AZ960,IAP_5620,Ibrutinib,AZD5991,Eg5_9814,Vincristine,GSK2606414,AZD5582,Daporinad,OSI-027,AZD8055,SB216763,Axitinib,RO-3306,Tozasertib,GSK269962A,KU-55933,PF-4708671,AZD6482,ZM447439,JQ1,NU7441,SB505124,Ribociclib,Doramapimod,BMS-754807,BI-2536,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
EB-3,3.2720075,3.5144895000000003,3.108055,2.305329,-4.428937,-2.236333,-2.6587509999999996,4.224648999999999,1.208492,3.2874449999999995,1.144691,3.3510089999999995,3.7150269999999996,4.5908169999999995,3.6252410000000004,-3.260734,3.122076,3.340844,5.354528,4.3240989999999995,1.8477290000000002,5.396085,3.4847550000000003,-2.416398,-1.737412,2.871265,1.4924549999999999,3.063085,-0.125317,2.087237,0.902849,-0.572677,4.546429,0.881625,3.00314,3.270499,0.943527,2.375872,-2.7430209999999997,3.358402,1.678391,1.8268240000000002,1.595699,2.6907360000000002,-0.54669,2.624837,-5.700233,1.609324,0.776243,3.651852,3.270079,2.598795,-4.877572,1.616638,1.186621,2.26399,3.202107,2.414133,1.5111700000000001,3.851775,2.338524,-3.82566,2.604673,3.2299599999999997,-0.373768,4.795051,3.693107,1.801237,-2.7038029999999997,5.290518,2.651741,4.8708540000000005,1.020549,3.6173620000000004,4.3255550000000005,2.7789759999999997,4.28465,1.486122,2.8542490000000003,1.9038599999999999,4.13589,3.7223059999999997,2.9728209999999997,6.43661,-3.026768,-4.429742,-1.345934,1.707418,2.4173869999999997,1.895172,4.2325349999999995,3.9511809999999996,3.434508,2.448413,5.160754,2.567498,-6.0861160000000005,4.0035680000000005,3.626412,-0.459545,1.1183319999999999,1.175167,0.4173270000000001,4.747422,-1.311739,5.007357,3.028689,3.521462,4.147807,3.205244,2.2408669999999997,-0.346049,2.05951,3.643594,2.4516880000000003,5.7767589999999975,-0.312816,2.825744,2.714534,4.844839,3.4645610000000002,4.4642550000000005,4.328175,3.449785,4.4039150000000005,3.031203,4.309659,5.791676,3.7938419999999997,4.662107,3.2126799999999998,0.727927,5.286766,2.5083,1.5261850000000001,2.4178029999999997,0.75452,0.00473,4.3774690000000005,5.914791999999999,2.840871,-1.008219,4.791186,4.432657,1.690077,4.2931099999999995,1.9047029999999998,5.438492,1.986834,2.2483619999999997,3.445471,4.5396410000000005,-3.32513,5.598927,3.099538,2.585075,-0.913106,3.9459449999999996,1.1570850000000001,-0.395432,-3.35405,5.443713,1.896352,1.527204,-2.306202,3.9313260000000003,5.109677,3.5009360000000003,4.999105999999999,-2.730155,-2.881714,4.151584,1.3947319999999999,-6.971914,,,,,,,,,,,,,,,,,,,6.7006320000000015,-0.259682,3.673542,3.016679,3.6654625,4.870206,4.071872,9.692503
ECC10,4.0418910000000015,1.30949,2.957514,3.3955795,-4.0511865,-5.970778,-2.953516,4.89877,1.22695,2.7479400000000003,0.357003,4.371645,3.249531,-0.43372799999999995,4.448994,0.464937,2.6134020000000002,3.374193,4.934809,4.753653,1.8404220000000002,3.492691,4.796956,-2.132494,-2.161883,3.7737849999999997,-0.155032,3.881554,0.18948800000000002,3.3842769999999995,1.246214,1.207164,4.083921,3.4166019999999997,2.7427189999999997,0.739418,0.09427,4.66236,-5.182208999999999,0.37191199999999996,1.26209,1.197344,2.410054,3.116812,1.613534,-0.9869680000000001,-5.516042,1.304883,1.14002,3.053476,4.463218,1.735379,-5.6748080000000005,1.447172,1.142652,1.4231209999999999,4.865067,1.648189,1.458046,4.933173,2.882652,-1.9290200000000002,1.583046,2.228062,-0.329412,4.790036,3.02446,2.106993,-2.0185560000000002,3.920825,1.9266869999999998,3.927349,3.594589,3.0712669999999997,2.181823,-1.301743,3.727841,3.651411,1.940625,-2.289524,4.487769999999999,4.868323,2.2356849999999997,5.587763,-3.8569459999999998,-4.826142,-3.019552,0.540463,3.775238,2.3007169999999997,4.119614,3.3926769999999995,2.065064,2.476512,4.88936,4.934362999999999,-1.568199,4.9326419999999995,4.929272,1.461209,2.881385,-0.408302,0.31093899999999997,5.620354,0.5220739999999999,4.842529,3.071814,4.564126,4.251531,3.171942,1.944321,-0.9783280000000001,1.7756189999999998,2.819466,3.6155470000000003,5.986994,-0.525297,3.281819,1.9720849999999999,4.479954,3.7180400000000002,4.528957,4.732247,3.30589,4.684995,2.712329,0.877771,5.672949,4.8981010000000005,0.733695,2.96267,2.338788,2.9748810000000003,4.048988,1.8202209999999999,0.7685890000000001,1.8531939999999998,1.2517479999999999,4.606383999999999,4.14561,1.719223,-0.47857299999999997,4.476791,0.443399,2.507535,4.8888300000000005,4.1984910000000015,1.173592,2.592073,1.6497099999999998,4.748253,3.072666,-3.8079199999999997,5.543604,-1.217849,2.048478,-1.543981,4.095052,3.3549510000000002,0.750424,-4.529285,3.561324,0.38593299999999997,1.984833,-2.836076,-0.019347,4.973601,4.934362999999999,1.767468,-2.271992,-2.923151,3.387522,0.6554409999999999,-0.910646,,,,,,,,,,,,,,,,,,,6.737475,-1.9369465,1.20888,1.5339260000000001,3.5101585,4.038879,3.6837199999999997,6.862356
ECC12,3.057096,,,3.367593,,,-1.707809,5.0934029999999995,,4.209795,1.632117,4.857003,4.391882,3.611982,2.6725849999999998,-0.8944780000000001,3.078928,4.588653,4.646527,4.43701,2.513534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.027243,,3.425168,,,3.143757,4.021033,3.9118269999999997,4.914354,,2.5414380000000003,,,,,,,,2.718486,,,4.534802,,,,,3.000572,,,4.8916699999999995,4.579153,,,2.719782,,2.735948,2.4366830000000004,3.163856,,5.506551,,,,4.571973000000002,,4.9173599999999995,,5.216439,1.053345,2.1088,,1.562417,,,5.311337,,0.195421,5.352228,,1.33699,-2.476523,5.102519999999998,,2.5709009999999997,,4.247315,4.912401,,1.5173809999999999,-2.1628529999999997,,,,,,,,,,,,,,,,,,,,,,,,,0.059234,,,,,
EFM-19,4.8584760000000005,3.7447795,2.7598365,1.232453,-2.0578695,-3.821279000000001,0.16989100000000001,4.38984,1.8651220000000002,0.8552649999999999,2.2884740000000003,3.6470339999999997,1.177257,3.363211,3.665485,-0.969482,5.467471,4.453028,6.115726,4.923589,5.331996,5.173895,5.370425,-1.364815,-2.436383,0.964633,2.861231,3.668313,1.8992900000000001,5.81481,-0.199938,1.420777,5.186683,0.450478,2.897271,3.866128,0.600801,4.8826800000000015,-3.9566209999999997,2.0123159999999998,3.5400339999999995,2.615504,3.060762,4.281984,4.682017,3.301824,-5.346493,1.8890799999999999,1.559725,4.599327,1.3773959999999998,3.767951,-4.385318,2.8041240000000003,0.722791,1.457151,1.666082,2.216107,3.835238,5.878413,4.955524,-1.05085,4.062768,4.134787,-0.07899400000000001,2.908954,1.313156,3.03907,-0.07072200000000001,4.459923000000002,4.7099519999999995,4.113968,3.7073089999999995,2.008424,3.546236,2.095327,4.862637,1.315808,3.584321,1.415196,4.049162,5.234269,3.651386,6.919262,-3.8527379999999996,-4.067755,3.684994,1.691187,4.87411,4.083444999999998,4.057363,4.604857,2.5699419999999997,3.975068,5.836574,3.345367,-1.174549,4.593735,5.876945,-0.954152,3.4206760000000003,4.26308,2.92345,6.02526,4.070985,5.171182,4.8432,6.190795,6.1039309999999976,4.4283790000000005,3.9666230000000002,-0.8443709999999999,1.6675229999999999,2.535298,3.9130050000000014,5.407566,1.749469,3.707124,2.005692,4.476938,3.882393,5.455386,5.55044,4.253519,5.760927,3.811157,5.482921,0.277198,5.726939,4.312768,4.72445,4.008609,3.433447,3.0356259999999997,5.7673440000000005,3.385986,1.71133,1.9684689999999998,3.963508,5.386839,5.8029480000000015,1.1239350000000001,5.558178,3.008029,3.27603,5.061642,4.530286,6.1039309999999976,2.892132,2.137259,4.967502,3.608683,-2.722532,6.016807,2.730813,2.91701,1.081123,0.8559629999999999,3.59168,3.596997,-0.774201,4.8095550000000005,0.655079,0.63861,0.48153599999999996,2.4365740000000002,-1.279464,5.694609,3.6031699999999995,-2.963002,-2.762513,2.450438,-2.31778,-4.441284,1.828175,0.42923599999999995,6.353378,3.998351,4.471699,4.573136,3.1016790000000003,4.453567,4.342475,3.6254169999999997,3.712114,3.163019,2.34099,,3.8286879999999996,2.8667580000000004,,0.663651,7.3264190000000005,-0.717607,-0.009862000000000001,-1.88874,3.9905129999999995,4.716705,4.9451550000000015,6.126416000000001
EFO-21,7.5572015,2.442507,6.1622705,6.430536,-1.17474,-0.6182689999999998,0.7968729999999999,7.514007,3.3555260000000002,3.200621,1.3800350000000001,4.850357,6.0476199999999976,3.2372330000000002,6.133916999999999,0.9083700000000001,3.98297,6.507159,7.837026,6.45108,5.433808999999999,6.561041,7.178534,-1.445993,-2.096135,4.177923000000002,0.24013299999999999,5.7487,1.476891,7.971887,1.9323709999999998,0.822533,5.693656,1.4903870000000001,3.124699,6.931033,4.906547,7.7504339999999985,1.350256,6.434330999999999,4.894428,5.8636269999999975,6.633423,5.6237660000000025,0.417389,5.110991,-2.7473549999999998,6.001787,2.602588,7.080543,5.584503,4.117966,-5.320634,2.458143,2.505562,4.355078,3.655267,6.35095,4.07785,6.293282,5.738206,1.224276,4.624069,4.961456,3.262609,7.208246000000001,4.566885,3.956689,0.989044,6.48635,6.386531,7.897034,4.980585,6.398085,2.49453,5.402121,5.675555,4.000662999999999,5.602636,6.399006,6.835183,7.5571410000000006,3.890211,8.201131,0.11151099999999999,0.052052,4.037541,3.3420059999999996,7.379237,5.159432,5.418868,5.786232,3.326379,4.577038,7.429031,7.111422999999999,-1.1504590000000001,5.992244,7.027246000000001,0.890078,6.171354,6.791761,5.3235480000000015,6.395075,2.537095,7.157147999999999,5.26978,7.2543940000000005,7.372510000000001,4.660908,5.999502,2.020223,3.037514,5.104103,5.63034,8.626625,3.283953,6.215425,2.613547,5.863187,6.788225,6.186473,6.543861,6.17464,6.0560849999999995,4.949293,4.589606,7.312196000000001,7.394512,4.455673,7.625748,3.625961,7.0814330000000005,8.600517,5.526029,5.3679760000000005,3.434333,2.501791,6.5035339999999975,5.39272,3.9354339999999994,3.026738,6.744255,5.870874,6.470455,7.240216999999999,6.947493,4.484418,4.050179,3.491459,6.130105,5.335807,-0.46442,7.3568979999999975,3.6435720000000003,4.857474,1.603233,7.3437899999999985,5.0834779999999995,1.3673170000000001,-0.48882200000000003,6.962014999999999,1.507315,2.516361,2.022765,3.6938199999999997,4.567771,4.197465,7.6413259999999985,-1.571283,3.5391169999999996,6.5837,-0.72144,-4.0288379999999995,,,,,,,,,,,,,,,,,,,6.631189999999999,-0.6282939999999999,2.802244,1.420519,4.242083999999998,4.676725,3.041605,10.5589
EFO-27,4.6745055,,5.873614,-0.094079,-1.25357,1.471594,-0.84306,3.203825,0.808393,2.931987,-0.33871999999999997,1.794887,5.499683999999999,2.647446,5.428186,-1.6782810000000001,6.098996,5.808022,6.209502,6.186356,5.706452,5.088232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.726072,3.272912,3.2128759999999996,5.709084,2.814535,6.211971,4.49019,6.097735,5.790097,3.291604,3.211781,0.7912859999999999,3.7639440000000004,3.842561,3.72555,6.6256330000000005,1.018449,5.60958,1.7234939999999999,6.150828,5.753317,6.194589,6.053309,4.351307,6.001526,3.23208,2.337586,3.276027,5.307167,2.08683,5.833887,4.439213,4.6371459999999995,3.120189,3.410082,2.980681,2.743605,1.103108,5.563283,3.6926449999999997,4.7506910000000016,1.0429979999999999,5.704115,2.740168,2.720411,6.158614,2.565282,3.9752709999999998,3.909386,1.6603439999999998,5.9661,5.2206470000000005,-1.17744,6.8754839999999975,2.0307630000000003,3.390566,0.983859,5.165419,4.127554,3.017256,-1.801582,5.851193,2.911395,1.670821,1.036751,3.302741,5.82046,3.199023,5.868971,-1.8454110000000001,0.7445970000000001,4.026528,2.108191,,,,,,,,,,,,,,,,,,,,7.051568,-1.4573945,1.2859040000000002,0.33563899999999997,3.294454,2.419187,1.828257,7.648663000000001
EMC-BAC-2,2.7081185000000003,2.5499335,3.699101,2.9890745,-5.3251615,-5.0628910000000005,-2.75555,4.599759,1.239519,1.545468,0.6507310000000001,2.0032520000000003,2.095316,1.25901,4.548223,-3.607182,3.096253,4.78608,5.918743,5.71685,2.792563,3.714075,2.803877,-1.701559,-4.265014,3.155576,-1.281506,2.9494119999999997,1.120136,3.0623099999999996,0.849498,0.132026,3.025936,0.19204300000000002,1.6540650000000001,4.350438,2.031523,3.927581,-3.007345,1.8173650000000001,2.7416869999999998,2.960069,4.4094760000000015,3.707726,-2.886156,2.46723,-4.838637,3.003531,0.520157,4.553344999999998,2.486366,1.300568,-5.041291999999999,1.234896,0.628078,0.8215100000000001,1.8994659999999999,3.657365,-0.500579,3.8078230000000004,2.916875,-2.4307990000000004,3.1831419999999997,2.159047,0.14344,4.216348,3.292261,1.113353,-3.250207,4.5087449999999984,3.7492120000000004,5.214105,1.498227,1.6676349999999998,1.0831030000000001,3.8891769999999997,2.523308,2.3773720000000003,1.8224349999999998,2.821918,5.049956,5.574084,2.199256,5.078057,-4.969908,-5.652329,0.391735,0.764342,4.6658029999999995,4.165249,1.166094,4.800774,1.22875,3.736796,4.672405,2.793214,-3.3258339999999995,4.711715,5.299562,-0.10993199999999999,2.873565,3.009663,-0.470059,5.113601999999998,-0.9830180000000001,3.6240629999999996,3.3771489999999997,4.825424,5.303992,2.086718,3.1439,-2.276128,2.24602,2.975165,3.8963330000000003,4.310484,-0.55992,3.55807,1.6573810000000002,3.116763,4.7688120000000005,2.1692080000000002,5.4451480000000005,3.633697,5.0737510000000015,3.514985,1.2834809999999999,4.781927,5.3433410000000015,3.209207,3.296271,0.43113999999999997,4.876226,3.0978779999999997,2.603523,0.735812,1.437702,0.262682,3.5769839999999995,3.327639,3.0395779999999997,-1.06541,4.987172,1.7597209999999999,2.360898,3.5911160000000004,2.6293290000000002,2.41482,2.652529,2.5018130000000003,4.177214,5.671203,-3.906675,6.266146,-0.500222,2.8025990000000003,-2.000467,4.138965,1.743655,-1.656734,-4.6422370000000015,5.503385,1.259651,1.048282,-1.879631,0.4880100000000001,0.9757600000000001,3.237313,2.048322,-4.94819,-4.032939,3.606436,-2.924994,,,,,,,,,,,,,,,,,,,,5.955436,-3.101489,,,3.7602949999999997,1.4706540000000001,1.2448649999999999,9.773010000000001
EN,5.6330425,1.655215,4.9171105000000015,1.3511879999999998,-2.5029065,-0.4913440000000002,1.4606379999999999,6.311057,2.605265,1.170045,2.181029,5.664199,3.048444,3.549817,4.112888,0.356079,4.5838410000000005,4.320775,6.524157,5.955883,5.425783,4.921578,5.657095,-1.576429,-1.772488,2.262497,2.800359,4.410051,0.384021,5.332828,1.573572,0.408333,5.712187999999999,4.731631,3.4774580000000004,5.092848,1.948909,6.149959,-1.868426,4.4953389999999995,4.449121,3.208991,3.4292010000000004,4.1555029999999995,4.467694,3.05341,-4.503612,1.9898630000000002,2.712539,5.89458,1.8999169999999999,4.151361,-4.7513260000000015,2.632682,1.1319629999999998,2.886154,4.4306410000000005,5.694068,4.204036,5.589414,3.817761,-0.847367,4.612315,4.290699,1.217852,4.245328,4.250883999999999,2.353337,-0.000968,4.300659,4.626315,5.310505,2.334162,0.8369260000000001,4.5350980000000005,2.68688,3.2930349999999997,0.597298,3.500939,2.595855,4.987968,5.383535,3.837742,5.859245,-2.42441,-0.7367739999999999,-1.296946,1.496742,5.57696,2.848486,5.8277019999999995,5.1668199999999995,2.4037029999999997,4.863589,5.907699,3.749806,-1.7988650000000002,5.113601,4.828266,0.8607370000000001,3.214823,3.273108,0.510914,6.502886,4.472004,4.953596,4.437951,4.505506,5.208786,3.7703379999999997,4.1543790000000005,1.887558,3.776471,3.7320029999999997,5.3894589999999996,7.201463,4.648378,3.101126,2.333336,5.4629970000000005,3.502301,4.7807,6.069304,4.36298,5.562056,4.028251999999998,4.882143,5.454651,5.5339279999999995,3.872693,5.624504,4.3583989999999995,3.0734220000000003,6.077104,3.151389,1.535056,2.4046830000000003,2.5657360000000002,3.202569,6.177387,4.5377279999999995,2.166793,3.8223239999999996,3.8656580000000003,3.7000839999999995,4.770383,3.3492879999999996,4.589995,3.4484120000000003,1.425107,4.660336,4.449205999999998,-3.308412,6.779472999999999,2.3860919999999997,3.481172,-1.283609,5.9063,4.6713830000000005,4.010115,-3.5670919999999997,6.1721910000000015,0.526909,1.534535,0.5934520000000001,3.959932,5.917091,5.904422,1.638975,-2.401712,1.60514,3.9394419999999997,2.096736,-5.978562999999999,,,,,,,,,,,,,,,,,,,6.358261,-0.9804014999999999,4.438546,3.536785,4.056215,5.970206,4.27837,10.762919
EPLC-272H,3.904385500000001,2.5189095000000004,3.4348135,0.294489,-4.3917995,-4.9108705000000015,-0.851197,5.046512,0.47334,-0.790741,0.32776900000000003,2.192205,1.714127,1.168253,4.625389,-3.641983,3.509148,4.081074,5.878311,5.50569,3.694486,4.2500160000000005,5.627868,-1.061497,-5.4557269999999995,1.0885479999999998,-0.816806,4.556678,-1.145194,2.502636,-0.094855,-1.978115,4.47644,-1.651589,3.456601,4.216033,2.028571,4.934389,-4.299215,3.556318,2.028927,2.692716,4.232837,4.894786,0.370173,3.267731,-4.40714,1.136984,0.715975,4.5485739999999995,1.868684,1.978818,-3.100009,2.245341,0.045354000000000005,2.541995,1.5938809999999999,2.289904,1.7833729999999999,2.729825,3.664449,-2.766098,1.965154,1.403232,1.036308,4.337808,2.844448,1.164778,-1.113308,5.496434,3.9514690000000003,2.822722,0.06457,1.8701150000000002,1.498794,2.631279,3.737549,1.074837,2.390919,2.381123,4.3212150000000005,5.706167,2.432668,6.343973,-2.183323,-1.3779299999999999,-1.570694,0.66467,5.5362919999999995,0.701484,3.773272,5.458471,2.662531,1.961398,5.669005,4.458264,-2.89244,5.7041129999999995,3.076489,-0.6781689999999999,4.022602,1.8315720000000002,0.9141,3.821168,-0.499512,5.5125150000000005,3.006422,4.867078,5.787679,2.51172,1.829938,0.374406,2.885211,4.04876,4.227767,5.7813,0.210585,4.2710349999999995,1.1811770000000001,5.067734,4.3518360000000005,5.535347,4.972069,3.6394480000000002,4.602999,3.029877,0.9920200000000001,4.213925,4.897141,2.7509349999999997,4.5732870000000005,0.811891,4.059556,4.063033,2.469659,1.123276,1.123218,0.18077100000000002,5.617215,2.2580080000000002,2.9406060000000003,1.960779,5.57032,2.00256,2.696335,4.602501,-0.125914,3.1557169999999997,2.443841,2.330607,3.974302,4.514335,-4.049077,5.35329,0.344107,2.10665,-1.876377,2.741113,1.8720330000000005,-0.4876970000000001,-4.394481,4.343177,0.199243,0.057988,-0.450113,1.099228,-0.619946,3.136186,1.51718,-3.250101,1.1919540000000002,3.8488919999999998,-3.5541739999999997,,5.176136,,,,,,,,,,,,,,,,,,5.47579,-1.6054754999999998,0.6840510000000001,-0.24263800000000002,3.4080665000000003,1.8562130000000001,1.33551,6.487596
ES1,2.0122430000000002,2.5210025000000003,2.7249659999999998,0.5857479999999999,-5.245889,-6.854922,-4.633458999999998,1.0823559999999999,0.45268800000000003,-0.46553199999999995,1.3097379999999998,4.832712,1.293526,2.458942,3.956352,-4.055649,0.029411,1.8485939999999998,5.077751,4.417973,-0.746348,,4.585672,-2.049772,-3.7584190000000004,0.705417,2.466736,0.397181,-1.281734,-0.102203,-0.303227,-2.387092,1.698977,3.240482,3.1196599999999997,1.177597,0.9333889999999999,3.998693,-5.9333050000000025,2.105082,1.945127,1.939227,1.3616030000000001,2.464636,-2.724471,1.942565,-4.998241,-1.257269,0.909331,3.915107,1.852513,1.466703,-6.142407,1.030385,-0.020176,0.055487,2.3191330000000003,2.193709,-0.42653,3.904368,4.5639449999999995,-4.063116,-0.319208,2.941023,-0.158375,5.003819999999998,5.297045,0.735889,-1.85543,3.286035,3.6600650000000003,2.220805,-0.6800109999999999,1.876857,-0.38838,2.710212,4.896824,1.042268,3.055127,2.044966,4.957663,4.089506,1.8350229999999998,3.978242,-5.0899339999999995,-6.272087,-2.5669419999999996,-0.24455900000000005,3.5518650000000003,-0.364888,-2.0061,4.390027,1.037936,2.274984,4.416191,3.927304,-4.384414,3.30855,2.46893,-1.1032469999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.992112,,,,,,,,,,,,,,,,,,,6.3143,-4.2565339999999985,-1.398833,-2.218506,3.326345,-1.094249,-0.07078200000000001,8.203795
ES4,4.3122705,4.284514,4.439897,4.192846,-3.5909845,-1.0552780000000002,-3.7537540000000003,3.369415,1.738487,2.118043,2.818269,3.71317,4.464422,5.003693,5.245483999999999,-3.3880410000000003,4.348376999999998,4.8228279999999994,6.331862999999999,5.469646,0.4263520000000001,5.000599,3.718635,-2.05448,-2.463129,4.91763,2.853934,5.272083,2.857909,0.985808,1.09922,-1.398981,3.327062,3.6669110000000003,3.030791,4.655032,1.597877,6.036204,0.164054,1.57294,3.622217,4.600575,5.06289,3.78148,-4.73785,2.9653560000000003,-4.297433,2.4173150000000003,1.6577790000000001,4.7115160000000005,3.7883660000000003,2.354062,-6.441555999999999,3.845428,1.01914,4.184508999999999,3.661721,1.635162,0.081386,5.659686,2.799803,-0.6755369999999999,4.254043,2.656174,3.1944060000000003,4.902844,2.953466,1.9017119999999998,-1.762731,4.752635,6.136018,3.632171,1.7728389999999998,3.9369739999999998,2.546777,0.9821049999999999,3.52544,2.8438779999999997,2.7376270000000003,1.779391,5.401512,6.181958,2.533617,6.954202,-0.7074560000000001,-1.6873509999999998,0.620203,1.4923870000000001,5.681396,1.383197,0.43028299999999997,6.098917,2.408401,4.745347,5.905303,4.9642550000000005,-0.5609810000000001,5.643976,3.316901,0.9794209999999999,4.428801999999999,1.608027,5.081427,5.286847,-0.817542,2.932476,5.27571,4.6239620000000015,5.142825,3.1746,2.457404,0.25746199999999997,2.018148,2.4600560000000002,4.463824,5.102964,-1.487953,3.973755,1.857327,5.453757,6.475517,5.800732,5.389076,4.405135,6.077627,3.0947,3.148719,1.82507,6.065069,5.633359,4.252369,1.422808,5.74407,6.290172,3.3009120000000003,2.634578,2.295355,3.527272,5.7980769999999975,6.152386,4.673707,1.740017,5.0558440000000004,5.708554,3.074466,5.669929,1.038846,4.871144,2.9215430000000002,2.347058,5.062897,4.587172,-1.8522900000000002,6.6689880000000015,3.5404839999999997,3.0772459999999997,,5.686984,4.15306,0.9035209999999999,,6.048446,1.4049260000000001,1.417778,-0.32126,3.914632,5.771705,6.008376999999999,6.060235,-1.265814,0.25204,5.646172,1.568274,,5.931076,,,,,,,,,,,,,,,,,,6.124961,-4.1186644999999995,-0.39673,-1.686863,3.532665,0.62026,-0.288087,7.745399000000001
ES5,3.7761135,,3.111323,1.069611,-3.3203379999999996,-4.912021,-2.509709,4.338017,1.320712,-0.571045,0.336156,4.4923839999999995,1.033852,3.3263879999999997,3.9697970000000002,-2.985962,1.331291,4.135633,4.7639,4.867319,0.568952,3.3699879999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.769983,1.185395,-2.2173580000000004,4.198543,0.667936,3.349013,1.857639,4.80012,3.0870610000000003,2.845077,2.7402889999999998,-1.8977060000000001,1.949441,3.550049,4.689842,4.708615,0.41831599999999997,3.345827,2.080567,4.3747489999999996,4.778103,4.1560809999999995,5.00047,3.122049,4.545934,2.089841,3.0063009999999997,5.403565,5.026092,2.573652,3.8077129999999997,3.1156189999999997,3.8423239999999996,3.8338389999999998,1.515892,1.738536,1.21802,0.19055,3.406632,4.3387730000000015,1.5317610000000002,-0.407283,5.042292,0.818476,2.998386,4.841637,2.431818,4.457329,2.720727,1.549223,5.038696,2.6851849999999997,-3.878039,5.724257,-2.494193,2.7501729999999998,-0.803421,4.670069,4.849858,2.3448990000000003,-3.8042830000000003,3.4401660000000005,1.083308,-0.137193,-1.5398049999999999,0.6481979999999999,3.0401759999999998,3.63044,-1.065844,-4.512556,-4.404173,2.869493,0.99103,,,,,,,,,,,,,,,,,,,,6.415514,-1.8425405,3.642001,0.875718,3.2716450000000004,1.760459,,8.181308
