,Oxaliplatin,Ulixertinib,Fulvestrant,Uprosertib,Dactinomycin,Docetaxel,Camptothecin,5-Fluorouracil,Afatinib,Taselisib,PD0325901,Sapitinib,Alpelisib,SCH772984,LGK974,Luminespib,Linsitinib,GSK1904529A,EPZ5676,EPZ004777,Irinotecan,PLX-4720,Nutlin-3a (-),MG-132,Staurosporine,MK-2206,Trametinib,Palbociclib,MK-1775,Cisplatin,Pictilisib,AZD7762,Olaparib,Dasatinib,AZD3759,PD173074,Vorinostat,Dabrafenib,Paclitaxel,AZD4547,Lapatinib,Sorafenib,Nilotinib,Tamoxifen,Gemcitabine,Venetoclax,Bortezomib,Wee1 Inhibitor,Osimertinib,AGI-5198,Ipatasertib,Erlotinib,Sepantronium bromide,Cediranib,Buparlisib,YK-4-279,AZD8186,UMI-77,Cytarabine,BPD-00008900,MIM1,Dactolisib,NVP-ADW742,Gefitinib,Telomerase Inhibitor IX,GDC0810,WEHI-539,BDP-00009066,Epirubicin,GSK2578215A,I-BRD9,P22077,AZD6738,AZD5363,BMS-536924,ABT737,WIKI4,Afuresertib,Savolitinib,Navitoclax,Cyclophosphamide,MIRA-1,Pyridostatin,Temozolomide,Vinorelbine,Vinblastine,Pevonedistat,Foretinib,BIBR-1532,MK-8776,Talazoparib,AMG-319,AZ6102,VX-11e,LJI308,AT13148,Rapamycin,GSK591,VE821,GNE-317,Crizotinib,Entinostat,Alisertib,Fludarabine,Mitoxantrone,Niraparib,JAK1_8709,Leflunomide,IRAK4_4710,Entospletinib,BMS-345541,Podophyllotoxin bromide,Gallibiscoquinazole,Sinularin,PCI-34051,Carmustine,Topotecan,AGI-6780,VSP34_8731,MN-64,ML323,XAV939,PFI3,Zoledronate,CZC24832,KRAS (G12C) Inhibitor-12,ERK_2440,Acetalax,LY2109761,AZD1332,Mirin,OTX015,Wnt-C59,PRIMA-1MET,PRT062607,AZD5438,Obatoclax Mesylate,AZD2014,OF-1,Selumetinib,WZ4003,Teniposide,Picolinici-acid,JAK_8517,Elephantin,Ruxolitinib,VE-822,ERK_6604,IWP-2,PAK_5339,RVX-208,TAF1_5496,Dinaciclib,Nelarabine,IGF1R_3801,GSK343,CDK9_5576,LCL161,I-BET-762,AZD5153,CDK9_5038,AZD1208,Dihydrorotenone,ULK1_4989,Sabutoclax,AZ960,IAP_5620,Ibrutinib,AZD5991,Eg5_9814,Vincristine,GSK2606414,AZD5582,Daporinad,OSI-027,AZD8055,SB216763,Axitinib,RO-3306,Tozasertib,GSK269962A,KU-55933,PF-4708671,AZD6482,ZM447439,JQ1,NU7441,SB505124,Ribociclib,Doramapimod,BMS-754807,BI-2536,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
SW1463,3.21359,0.635976,4.457044000000002,4.910795500000001,-2.5967415000000003,-2.896343,-2.143157,4.627982,0.690755,3.0032099999999997,-1.4724899999999999,2.317734,4.402255,1.1926370000000002,3.226027,0.560183,2.9517599999999997,5.635041,6.0065620000000015,4.890358999999999,3.099523,5.329201,5.1741800000000016,-1.119258,-1.0155020000000001,3.797525,-3.681165,2.058807,0.713241,5.055969,2.0620130000000003,1.0534540000000001,5.677183,4.074458,1.2869059999999999,4.402415,1.223191,5.057881,-2.596284,5.917941000000001,2.369394,2.377898,3.4893389999999997,3.245767,4.202838,2.9322049999999997,-4.559057,2.2952470000000003,0.638784,5.131336,4.234523,1.9353630000000002,-0.745682,2.338857,2.249415,1.8358310000000002,3.5619769999999997,3.5690129999999995,1.34543,5.0982,5.444516999999999,-1.239899,2.725827,2.273289,2.021255,4.323009,4.794474,2.627098,0.528716,5.268662,5.273118,3.1551259999999997,1.138603,4.365,2.63109,3.304011,5.383331,4.223834,3.368004,2.4135150000000003,5.625147,5.236203,3.196122,6.776561,-1.605409,-2.246033,2.899636,0.9530639999999999,5.685080999999999,4.680477,3.5245379999999997,5.642698,3.182352,0.8788870000000001,5.5944949999999976,5.658083,-0.154327,3.604025,4.133433999999999,0.554819,2.912331,3.08791,1.968816,5.123456,1.695662,5.468088,5.894094,5.573944,5.571575,4.628607,4.796739,1.5757299999999999,1.838266,4.156348,5.482881,5.8563220000000005,0.41532399999999997,5.647626,2.3769099999999996,5.520477,4.376666,5.6691410000000015,5.684813,3.955307,5.690014,6.3828309999999995,1.239481,3.884057,5.644711,5.001163,5.586913,4.074211,5.393282,3.9806550000000014,4.3317260000000015,2.4346650000000003,2.4794490000000002,3.6142260000000004,4.159936,2.234727,4.942285,3.286171,5.501692,4.561735,4.4699919999999995,5.494619,2.226275,2.381949,3.136114,3.183624,5.484214,4.118196,-2.360602,5.8441849999999995,3.7581879999999996,2.878909,-0.331453,5.408648,5.087952,2.241877,0.061002999999999995,5.961492,0.236758,5.1706650000000005,2.257968,4.7446209999999995,4.203551,5.566095,5.815084,-1.828082,1.493818,5.254042,-0.426721,-2.823232,5.692705,0.374838,5.189849,,,,,,,,,,,1.9067779999999999,,,1.567887,,5.404578,1.8275625,4.3386580000000015,3.114138,4.953533500000002,6.3953190000000015,3.915089,8.926905999999997
SW1573,5.3049985,4.0298050000000005,5.894083,4.8609870000000015,-0.375686,0.007245500000000016,-2.379578,7.184353999999999,4.54287,3.407132,3.39702,6.772055,4.255041,5.977666999999999,5.0376199999999995,0.671134,5.272378,5.939593,7.3995229999999985,6.413089,3.040379,6.837667999999999,5.28535,-1.169749,0.409171,4.889101999999999,3.644736,5.12096,1.7218259999999999,6.617931,2.661367,2.434548,4.785609,2.491301,4.613787,6.074121,3.32283,6.647848,1.4105299999999998,4.9664220000000014,7.080953,4.298846,6.238436,6.343493,0.7751520000000001,4.083653,-2.501909,5.7219440000000015,4.680198000000002,6.0007480000000015,4.532052999999999,5.411465,-4.334613,4.372209,2.276465,4.0878260000000015,3.5885620000000005,6.077539,4.574382,5.185519,5.000599,0.278158,5.78517,5.547477,3.055688,7.017478,3.793511,3.17288,-0.8967379999999999,7.041011,7.146549,6.067182,4.047892,4.020951999999999,3.2359009999999997,4.48369,4.355455999999998,3.927118,3.367377,2.4331110000000002,7.096792999999999,7.182489,3.3991730000000002,7.7998600000000025,-0.07103,-0.38021900000000003,0.097557,2.444851,6.619347,6.352981,3.2801400000000003,7.026735,3.7848900000000003,4.917887,6.5303510000000005,7.112914,0.19739,6.275164,6.788856,3.522214,4.510226,2.971884,4.355792,6.339347,0.099564,5.191051,6.6565460000000005,5.503628,7.003363,7.0826649999999995,5.3642080000000005,3.359653,4.543958,5.734369,6.187695,7.419814,-0.356038,6.696858,3.7391379999999996,6.976783,6.948411999999999,5.77208,6.9605690000000005,4.611498,6.589708,7.726056,3.294575,2.619781,6.983586,4.219739,7.094481,4.339755,6.221431,3.89782,6.317824,4.757137,3.533412,3.3172059999999997,5.345971,7.490439999999999,6.717652,1.532836,6.748178,3.225166,6.261863,5.896824,6.1147540000000005,6.586592,4.56029,3.8840980000000003,6.545047,3.791403,1.298649,7.841036,1.6114549999999999,4.7194709999999995,4.207376999999998,7.032692,5.730194,3.567991,3.0849509999999998,5.723068,2.200441,3.63635,0.119896,3.255425,6.997437,7.168775999999999,5.8555230000000025,0.557495,2.447568,5.772143,6.996204,,,,,,,,,,,,,,,,,,,,5.918245,-2.499156,0.77463,-1.7336939999999998,4.0123975000000005,1.06501,4.3657080000000015,9.458247
SW1710,6.0250395,3.0625134999999997,4.0506600000000015,3.5101865,-2.9729605,-3.975017,-0.540361,5.602832,2.43623,2.987288,0.45996899999999996,3.91304,4.5455,2.606179,4.169188,-1.7713169999999998,4.105501,3.893302,5.9995970000000005,5.419018,4.6653150000000005,4.208759,5.471355,-2.001785,-5.481228,2.989286,0.707134,2.707278,1.042368,5.458492,1.259663,0.245513,5.232604,-2.00353,2.830021,4.679182,1.7708169999999999,5.4192519999999975,-4.341914,2.8071349999999997,2.59731,3.051504,4.5819540000000005,3.130064,3.1175080000000004,2.445623,-5.561868,2.014596,2.675767,5.540973999999999,3.305268,3.19233,-5.710992,1.472466,1.156233,2.396356,3.418835,3.3670690000000003,2.724042,2.6456779999999998,4.208883,-1.902563,3.4443879999999996,3.894428,1.080452,4.786588,3.5329089999999996,1.507176,-0.4239600000000001,5.37284,4.1548099999999994,5.403886,2.643714,2.174943,2.731068,2.524414,2.620167,2.487415,3.3080550000000004,2.61765,4.737998999999999,5.729746,3.8010580000000003,5.949654,-1.462805,-4.812917,2.155942,1.188616,4.782903,4.344379,5.4527230000000015,4.6108769999999994,2.233997,3.899083,5.699657,2.109313,-0.5716180000000001,4.5580050000000005,5.672475,0.9053889999999999,4.189617,2.8755900000000003,1.6853200000000002,6.435784,3.1698419999999996,4.485014,3.8520550000000013,5.375091,4.376041000000002,2.987159,3.8627279999999997,-0.44918800000000003,3.004649,3.15574,4.302841,6.252439,1.7303130000000002,4.991487,2.938224,5.200742,5.2681510000000005,4.9641410000000015,5.205186,3.9859910000000003,4.247199,5.592336,2.519508,4.5822199999999995,5.641145,3.7367809999999997,6.256298999999999,2.672102,3.7863050000000014,3.2064340000000002,3.8867879999999997,2.898352,1.747569,2.19417,3.7921669999999996,3.410012,2.8761200000000002,1.546683,5.463004,2.543555,3.72985,5.052521,3.373657,2.776682,2.93415,1.7652419999999998,4.597931,3.1301189999999997,-2.12003,6.138237999999999,1.191041,2.20597,0.519141,5.298556,3.4212,3.2844,-1.7812259999999998,3.991535,2.9836009999999997,0.768942,1.1454389999999999,1.326019,5.882117,4.0716660000000005,5.161571,-1.865298,0.34015500000000004,3.640594,3.059238,-4.239031,,,,,,,,,,,,,,,,,,,5.87967,-3.4645599999999996,-0.8753719999999999,-0.672824,3.548934,0.937483,3.6937269999999995,9.335944
SW1990,5.2568480000000015,3.8590320000000014,3.236004,6.264064,-3.5589690000000003,-1.39301,-0.8114210000000001,6.4861949999999995,3.6567819999999998,3.5883559999999997,0.307108,4.699367,5.9999160000000025,2.973171,3.714581,-2.731266,5.171007,4.198348,6.456567,5.607141,4.591092,5.749008,5.4294480000000025,-1.617366,-1.9315849999999999,5.861796,0.8752200000000001,5.609864,1.4994319999999999,3.522298,3.148661,0.37553000000000003,5.214007,3.53099,4.102437999999999,5.493602,4.756241,5.539942,0.052369000000000006,4.939782,4.4499010000000006,3.6887300000000014,5.436463,4.7096230000000014,3.2358990000000003,2.509202,-5.358922,3.243741,2.424778,4.777891,4.7251900000000004,3.3527449999999996,-3.3820620000000003,4.406957,2.682875,5.37655,5.329364,3.827951,3.4238699999999995,5.9038260000000005,4.306535,0.069743,6.362337999999999,4.269643,1.384859,4.752559,3.8374040000000003,4.746064,0.175351,5.088037,4.905189,6.4565269999999995,2.856341,3.913775,5.0535260000000015,3.883223000000001,5.414434,3.968061,4.1276779999999995,5.3780230000000016,5.236064,6.072272,4.686107,5.971322,1.385614,-1.018764,1.682495,4.425629,5.90182,1.9644979999999999,4.933082,5.834601,4.6105849999999995,3.758774,6.624808,7.057886,0.637252,3.6038040000000002,5.292045,1.993541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9670190000000001,,,,,,,,,,,,,,,,,,,5.420881,-1.4400165,1.793349,1.360832,3.6800705000000002,4.53575,2.6758319999999998,7.4245600000000005
SW620,2.784647,1.40471,4.733048999999999,6.0077295,-4.529152,-4.274127,-3.092858,4.908481,2.059271,3.901711,-2.587159,5.946936,4.661089,0.370098,3.91661,-3.21536,4.077453,5.031496,6.887127,5.7052010000000015,2.009593,5.442177,6.744544,-2.2313490000000002,-3.153644,6.085162,-2.821501,2.481955,0.581835,3.042007,2.549907,0.664026,4.6205050000000005,3.184848,4.603918,5.4698160000000025,0.932291,5.00381,-3.6617339999999996,4.506166,5.653178,2.777039,4.809712,4.2172529999999995,-1.229408,3.550553,-4.9494,2.512505,3.425189,6.18848,5.329306,5.192439,-6.5803350000000025,3.630315,1.370984,1.266896,4.993444,3.011721,0.990397,5.511141,5.957098,-1.5692469999999998,3.542221,5.257896,0.30138200000000004,5.629904,3.7519709999999997,3.092533,-1.249973,6.8771020000000025,5.974076,5.5586980000000015,3.048219,5.080132,2.350939,3.510925,5.886004,5.1957379999999995,4.167508,0.9014049999999999,6.1315610000000005,7.756666,3.690747,6.440929,-3.067904,-3.95568,1.137714,0.241274,5.916979,5.8942309999999996,2.1520349999999997,6.78967,2.4216330000000004,2.017514,7.861267999999999,4.472314,-0.656439,4.21226,4.897858,0.8790709999999999,1.969198,2.276347,1.924987,6.9359020000000005,0.079555,3.7221029999999997,5.539041,5.320347,5.664407,4.252701999999998,3.296578,-0.52878,3.044685,3.20162,4.77883,7.103910000000001,-0.46751499999999996,4.125736,2.084441,6.774746,3.9531699999999996,5.089015,6.049276,5.575958,6.416258,3.695408,1.120012,6.799805,6.475899,4.197756,4.471032,3.3375879999999998,4.410623,3.4505,3.6370129999999996,1.538024,0.41741300000000003,2.686125,3.891339,0.878976,4.737566,-0.586367,5.469246,2.957138,2.5958959999999998,5.863574,3.898304,1.518175,3.5129900000000003,3.111612,6.04654,3.391068,-3.508171,7.175103,0.977879,3.7313059999999996,-0.860618,5.623671,3.630928,2.197143,-2.537404,6.88288,-0.7384310000000001,2.2918220000000002,0.5809489999999999,1.2331729999999999,7.706253999999999,7.272858,7.303000999999999,-3.396946,-1.8554110000000001,3.638746,2.225381,-5.46326,4.701912999999999,1.0234459999999999,7.087486999999999,,,,,,,,,,,2.3748270000000002,,,0.79774,,6.655775,-2.990203,-1.476895,1.343456,4.2137139999999995,3.151558,3.3404089999999997,8.142882
SW626,4.899001,2.1785085,4.0154865000000015,4.19867,-2.084251,-2.042249,-0.608,4.974312,3.2485049999999998,3.7238290000000003,-1.409052,5.752084,4.56899,0.365452,4.713191,0.161672,4.5425830000000005,4.722679,6.8515690000000005,5.900317,4.419101,4.882787,7.06672,-1.9683669999999998,-0.896483,4.5926599999999995,-1.3453979999999999,4.821082,1.7265380000000001,5.4543589999999975,2.535814,1.079697,6.638624,1.264202,4.9265690000000015,5.79671,1.858695,6.858764,0.6069869999999999,5.139779,6.06537,3.516108,3.3031879999999996,5.60264,2.261586,2.819773,-4.790837000000002,3.046271,3.462525,5.5704139999999995,5.317349,3.673054,-5.5729120000000005,4.65076,2.496398,4.226082,5.483072,2.59918,3.421592,6.433801,6.1309059999999995,-0.28431,3.6775849999999997,4.794241,1.53703,6.699282000000001,-0.8286020000000001,3.6907019999999995,1.063229,5.515105,5.346964,4.886749,3.518049,6.403988,2.606718,1.114052,4.265428,4.520236,4.197875,0.3681,6.559660000000001,6.88353,4.399987,6.65331,-1.7160830000000002,-0.23367600000000002,2.166953,1.6161459999999999,6.777131,4.334691,6.575955,5.78661,1.9367919999999998,2.4405040000000002,5.575024,6.3577379999999994,-1.215618,5.545513,6.057962,2.275515,4.586245,3.000757,3.884478,0.343497,3.1800650000000004,5.4195519999999995,5.906388,5.0865849999999995,5.717647,3.7070510000000003,5.551231,0.240616,4.098117,4.901313,5.005154,7.379824,1.253738,3.06547,2.848016,4.643729,4.10649,4.0132639999999995,5.523129,5.217766,6.468936,4.411622,1.477284,2.046205,6.868306,4.240858,4.670075,1.910321,3.2101189999999997,2.97572,5.332539,2.700875,1.6842740000000005,3.4309279999999998,4.115308,1.2937889999999999,4.501061,1.780448,5.842759,4.220834,2.5935509999999997,5.37439,5.991692,1.9283299999999999,3.5536800000000004,2.567895,4.925051,3.418653,-1.558292,7.080986,1.8159759999999998,4.2488,0.41968,6.341036,2.414475,0.305436,-1.266016,6.4276800000000005,0.198216,2.543185,1.3870770000000001,2.426966,6.913177,6.8327860000000005,5.6245959999999995,-2.506428,0.017616999999999997,3.884549,2.8245270000000002,,,,,,,,,,,,,,,,,,,,6.438782,-1.7299075000000002,2.216908,0.432458,3.984495,2.214906,4.139343,10.59211
SW756,6.8607235000000015,3.5400975,6.0571845,6.073355,-1.300565,1.7705329999999997,-1.963715,6.1706650000000005,5.775512,7.113755,1.43592,5.0899209999999995,5.503989,3.752579,3.872181,2.027037,5.185874,4.435727,7.067922,7.006203999999999,2.987953,5.7298279999999995,7.167744,-0.036251,4.180406,6.480256,1.422625,6.1180660000000024,2.523112,5.82385,4.1242410000000005,4.024833999999999,5.391693,5.350264,4.779184,6.176704,3.7375260000000003,7.049092,1.604452,4.277895,7.1004320000000005,3.3368860000000002,5.6124300000000025,5.410575,2.452789,3.880946,-3.580863,4.4890870000000005,3.7117160000000013,6.796755999999999,6.548129,3.17708,-6.3742209999999995,3.74862,3.25318,6.970435,4.874739,2.735448,5.554428,6.663314999999999,5.861682,3.4600739999999996,5.463818,5.0411660000000005,1.1589639999999999,6.756277000000001,3.6851800000000003,5.886565,0.568453,6.850906,7.282748,7.2644020000000005,4.291821,5.199092,4.000893,4.14806,4.169055,4.874611,2.924587,2.632573,7.105657000000001,7.332452,6.333235,7.200271000000001,2.707846,2.621768,2.794779,5.313842,6.238576,5.91622,2.772051,6.937144,5.706301,5.16094,7.1482490000000025,7.18288,0.985999,5.353846,7.171074000000001,2.5481529999999997,6.140348,4.38084,6.251128,6.454454,1.542829,6.205717,5.536355,5.56078,6.284105,4.350682,5.686901,4.899627,3.7030220000000003,5.255318,6.6556630000000006,8.048708999999999,0.8998200000000001,5.367379,7.864408,6.006189,5.466858,5.60869,6.7159619999999975,5.717731,5.7084839999999994,7.63558,3.620482,8.400216,7.095109,6.646205,7.30435,5.9040870000000005,4.845828,7.9545210000000015,6.216556,6.496957,2.793327,5.051902,5.000521,5.784546,6.315651,2.0306669999999998,6.850150999999999,6.801389,5.263461,6.8694440000000005,6.615543,3.537694,3.7408620000000004,5.620518,7.239892999999999,2.280309,2.833629,7.856039,5.099616,3.660415,3.226412,6.410248999999999,5.739649,4.65721,3.002736,6.826646,-1.09746,4.305632,0.6148939999999999,6.176209,6.873235,7.181616,6.9923720000000005,0.535191,4.9221330000000005,5.572521,7.257830999999999,,,,,,,,,,,,,,,,,,,,5.455037,-1.6120095,1.231044,2.3374919999999997,4.0385915,0.740737,3.667449,9.338205
SW780,4.290579,2.973281,4.8094325,5.2423725,-3.4001740000000003,-3.1484235000000003,-1.6478259999999998,5.098111,3.27999,4.908341,0.127149,5.91296,5.413422,2.6419919999999997,4.256957,1.468501,4.740026,4.932557,6.3019440000000015,6.157245,3.718613,5.221814,3.5894809999999997,-1.425508,-1.7698900000000002,4.070717,0.24082800000000001,4.120819,3.160184,4.157889,2.247864,1.356934,4.9776739999999995,1.7397349999999998,3.592018,1.783826,2.919489,6.080876,0.14732,1.099329,3.9666010000000003,3.028196,4.058628,4.530568,1.617074,2.0678400000000003,-4.089743,3.8276190000000003,2.30207,5.843439,5.104181,3.971579,-4.083006,1.196896,1.559404,3.6012769999999996,5.5272760000000005,5.609418,3.454386,4.901006,5.3275559999999995,-1.944534,2.800198,3.9798050000000003,0.837548,6.00472,3.049975,2.424511,-1.0169780000000002,5.101635,5.01534,4.911885,3.9282449999999995,4.830781,1.8257740000000002,1.929527,4.8777040000000005,4.270931,2.555084,5.402348,5.840256,6.086199,4.12875,6.005079,-2.8405549999999997,-2.656417,1.3512540000000002,1.366658,4.547644999999998,4.815944,4.560016,5.8031510000000015,3.243441,2.921768,5.711373,4.627896,-2.453919,3.954454,4.395359,0.9070459999999999,4.30884,2.637568,3.5416870000000005,6.567389,2.050954,5.232234,4.566468,5.3813059999999995,4.562368,3.881739,3.273459,-0.377054,3.4898050000000005,4.092638,4.988162,6.436891999999999,0.338307,5.316064,2.7865,5.162718,4.4431970000000005,5.239795,5.343099,4.4367779999999994,4.783747,5.067283,4.714908,1.0831870000000001,4.6809709999999995,2.7119619999999998,6.681475,4.135286,4.283873000000002,6.706628,3.754029,2.4320470000000003,1.32847,2.531039,3.336621,2.625307,5.9386779999999995,1.572363,4.524518,2.735678,4.7797849999999995,3.3667839999999996,4.695908,3.760188,3.08403,2.549603,5.256268,2.243054,-2.538565,6.2791809999999995,1.818079,3.228113,2.013496,4.8038370000000015,5.30923,4.636858999999999,0.727759,5.740043,0.813467,2.579164,0.889697,5.194731,4.813875,5.635863,4.9504660000000005,0.43605900000000003,-0.404833,3.647654,2.8225689999999997,,,,,,,,,,,,,,,,,,,,5.203869,-0.4428205000000002,2.247729,6.846488000000001,2.303554,0.22210500000000002,3.572678,7.807814
SW837,4.665169499999998,2.5830919999999997,3.7644175000000004,5.4080455,-2.3818265,-0.730506,-0.862671,4.05826,2.357007,3.477877,-0.10721800000000001,3.663808,5.525077,1.217753,4.749568,0.84245,4.0000860000000005,4.9062269999999994,6.386697,5.86667,3.941765,4.836768,6.166847,-0.57914,-1.647075,3.88919,-2.638415,5.211663,0.11153699999999996,5.677289,3.348736,0.427439,4.874011,2.9997689999999997,2.7907669999999998,5.183801,0.827946,6.479692,0.268956,3.6865580000000002,4.239155,3.9406510000000003,5.162225,3.637814,1.9880799999999998,2.967247,-4.480364,3.242667,2.220268,4.773092,4.605532,3.275313,-3.5714410000000005,2.5837830000000004,1.936641,3.012244,3.7140989999999996,3.117252,3.880691000000001,5.665253,4.7452830000000015,-0.40521999999999997,3.646186,3.775139,1.712359,4.309403,3.291494,4.018485,0.309297,4.82682,4.570125,6.159701999999999,3.035191,4.702979,3.3984059999999996,1.4742309999999998,4.2223559999999996,4.161564,3.636404,0.97911,6.038629,6.1486199999999975,5.4644260000000004,7.106435,-2.02792,-1.079339,2.404846,1.386574,5.722965,4.824049,3.999129,5.034358999999999,3.7504470000000003,3.089772,6.148007,6.080843,-0.065292,5.182179,5.678278,0.801049,3.182779,4.433656,4.914226,6.709549000000001,3.96495,5.931458,5.3894269999999995,5.095633,4.154172,5.573853,4.627763,1.193473,2.1725209999999997,3.8872769999999996,5.498403,6.485043,2.055864,5.100187,3.3136989999999997,5.494338,4.504137999999998,5.4846660000000025,6.095814,4.456259999999999,6.141547,6.164866,4.1692230000000015,1.9892759999999998,5.823646,5.720872,5.1628690000000015,5.8095040000000004,5.263846,7.177546,5.58678,4.246496,1.522649,4.2331010000000004,3.74917,2.381862,6.042033999999999,4.142732,5.133108999999998,6.020449,3.993929,5.104475,4.744885,3.573586,3.150815,3.3595349999999997,5.7922199999999995,2.534243,-0.576407,5.63281,3.394992,3.564895,1.7095669999999998,5.1918370000000005,6.042602,2.742659,0.342524,6.115801,-1.453378,6.487404,1.1534,4.405857,5.991766999999999,6.152618,5.4916,-0.7719550000000001,1.1476030000000002,4.786402,5.154239,-2.941337,5.9450650000000005,3.326957,5.270392,,,,,,,,,,,1.63531,,,1.7355150000000001,,5.875365,-0.8831739999999999,4.549051,2.392861,4.2815975,4.188654,4.056627,8.232895
SW872,6.2348885,3.8488355,4.208334,4.968964,-2.5769345,-1.9138645,-3.8163160000000014,3.899463,3.4296290000000003,2.4406380000000003,1.267175,3.792939,3.7666470000000003,3.732995,4.0003779999999995,-2.48347,3.975101,4.529959,6.294987,5.94943,2.207815,3.4630089999999996,5.711558999999999,-2.50267,-3.131557,4.676557,1.37552,6.064244,1.888909,1.2185780000000002,2.1305419999999997,0.700242,4.526554,1.515592,2.9392259999999997,5.0877930000000005,1.6651470000000002,3.9038019999999998,-1.082958,4.87355,4.641891,3.432152,5.128832,3.353585,-1.7674729999999998,2.770397,-5.905635,2.930195,1.467194,5.274916,3.9982379999999997,4.1384690000000015,-3.701598,2.81439,1.36324,1.946955,3.009676,1.998327,2.109991,5.037101,4.344572,-1.7469119999999998,4.4707419999999995,4.6019239999999995,0.191633,4.845685,4.055893,3.595272,-0.9674159999999999,4.468662,5.139175,6.36555,2.567271,3.195377,2.7328759999999996,3.0941970000000003,4.134364,2.6974139999999998,4.077637,4.915993,6.103113,6.065276,5.415641,6.901006,-1.136477,-2.914735,-0.17180399999999998,1.4997200000000002,4.526221,4.813923,2.692854,5.0920830000000015,3.8227480000000003,4.990658,5.6482779999999995,3.3374230000000003,-0.36182600000000004,4.0291760000000005,5.72642,0.187798,3.241909,2.324862,3.078993,7.035489999999999,0.369384,5.1680160000000015,5.031775,5.015397,5.4272620000000025,5.722956,5.0816419999999995,1.225403,2.948016,4.399363,4.787016,6.530248,-2.303116,3.90425,2.2130080000000003,4.810576,5.285996,4.1566160000000005,6.2219809999999995,4.492465,6.1775160000000024,4.5552730000000015,2.807064,6.713689,5.310043,5.4202010000000005,6.820813,2.640731,5.756115,4.5654910000000015,4.21836,3.374876,1.434854,3.21231,3.2350630000000002,6.463479,5.5995550000000005,0.900486,5.820213,3.473257,4.576954,5.152217,5.0594779999999995,4.263637999999999,2.4417619999999998,3.1719180000000002,6.376944,3.619788,-0.251812,6.901544,3.664846,3.6011839999999995,1.5722129999999999,-1.8933360000000001,3.9514620000000003,2.574534,0.47445,6.146934,-0.772835,3.0407290000000002,0.360089,2.121261,-0.08426900000000001,6.0823870000000015,6.14842,-1.839808,1.294171,4.5081809999999995,,-3.184609,,,,,,,,,,,,,,,,,,,4.939896,-1.9842295,-0.43157399999999996,1.0203360000000001,3.043962,0.45204099999999997,2.357214,7.438959
SW900,4.745051,2.455814,4.780831,5.316061,-3.1618515,-2.867414,-2.123844,4.433815,2.137485,2.202203,0.49139499999999997,3.941266,4.85125,1.7768439999999999,5.224724,-2.031677,4.247689,6.6579380000000015,6.106913,6.681852,3.5468029999999997,4.496254,6.1764339999999995,-2.270453,-2.996928,4.6376300000000015,-1.19594,3.3376309999999996,1.8125950000000002,3.085634,2.302876,0.315268,5.6351569999999995,0.252244,3.074679,5.802877,2.935669,6.257443,-2.252234,4.962817,5.064496,4.639279,5.80375,5.378254,-1.73423,4.225631,-4.750321,4.4602379999999995,2.211188,6.6640690000000005,4.177093,4.524383,-4.474365,2.397977,2.146587,3.843385,3.6816440000000004,2.425452,2.9988669999999997,4.003621,4.9042080000000015,-0.37002399999999996,5.467322,4.058796,2.314381,5.828419,4.332275,2.9048830000000003,-0.98667,6.238162,5.818182,6.557936,3.399889,3.683014,2.885716,2.667913,4.131202,4.7915779999999994,3.8553889999999997,3.873555,6.495814,6.435788,3.576289,7.7474789999999985,-2.845344,-2.384242,1.001159,1.330398,6.807123,4.232855000000002,5.027731,6.621828999999999,2.996013,3.006373,6.157972,4.256039,-1.215865,6.334893,4.5726260000000005,1.263081,3.578707,4.40758,3.068841,5.242662,1.8174400000000002,5.99038,5.916576,4.712536,6.0634760000000005,2.64027,4.184591999999999,-0.5838760000000001,1.713285,4.819254,5.402679,7.5392160000000015,0.791153,4.549149,2.837326,5.644571,5.3399160000000006,6.35635,6.096992,5.049558,5.678692,6.9033979999999975,2.35653,7.687203,6.541765,4.562855,5.9675910000000005,3.3258959999999997,6.227384,6.858924000000001,3.5240160000000005,3.4854190000000003,3.486015,4.323526,5.0528010000000005,4.761514,5.3689279999999995,0.8917889999999999,6.130051,3.628161,4.716097,5.29402,5.294521,2.397432,3.8929089999999995,3.47626,4.4637970000000005,4.384139,-0.810408,6.4287019999999995,2.583376,3.627929,0.920508,5.823745,3.908182,1.95872,-0.4907760000000001,6.62639,0.552442,3.127839,0.428993,2.5235790000000002,6.7720160000000025,5.849799,7.132362,-2.2433110000000003,-0.345542,4.774298,2.366959,-2.2670470000000003,,,,,,,,,,,,,,,,,,,6.600977,-1.9862960000000005,0.7080890000000001,3.8878769999999996,3.116942,1.5836299999999999,2.924382,8.093591
