,Oxaliplatin,Ulixertinib,Fulvestrant,Uprosertib,Dactinomycin,Docetaxel,Camptothecin,5-Fluorouracil,Afatinib,Taselisib,PD0325901,Sapitinib,Alpelisib,SCH772984,LGK974,Luminespib,Linsitinib,GSK1904529A,EPZ5676,EPZ004777,Irinotecan,PLX-4720,Nutlin-3a (-),MG-132,Staurosporine,MK-2206,Trametinib,Palbociclib,MK-1775,Cisplatin,Pictilisib,AZD7762,Olaparib,Dasatinib,AZD3759,PD173074,Vorinostat,Dabrafenib,Paclitaxel,AZD4547,Lapatinib,Sorafenib,Nilotinib,Tamoxifen,Gemcitabine,Venetoclax,Bortezomib,Wee1 Inhibitor,Osimertinib,AGI-5198,Ipatasertib,Erlotinib,Sepantronium bromide,Cediranib,Buparlisib,YK-4-279,AZD8186,UMI-77,Cytarabine,BPD-00008900,MIM1,Dactolisib,NVP-ADW742,Gefitinib,Telomerase Inhibitor IX,GDC0810,WEHI-539,BDP-00009066,Epirubicin,GSK2578215A,I-BRD9,P22077,AZD6738,AZD5363,BMS-536924,ABT737,WIKI4,Afuresertib,Savolitinib,Navitoclax,Cyclophosphamide,MIRA-1,Pyridostatin,Temozolomide,Vinorelbine,Vinblastine,Pevonedistat,Foretinib,BIBR-1532,MK-8776,Talazoparib,AMG-319,AZ6102,VX-11e,LJI308,AT13148,Rapamycin,GSK591,VE821,GNE-317,Crizotinib,Entinostat,Alisertib,Fludarabine,Mitoxantrone,Niraparib,JAK1_8709,Leflunomide,IRAK4_4710,Entospletinib,BMS-345541,Podophyllotoxin bromide,Gallibiscoquinazole,Sinularin,PCI-34051,Carmustine,Topotecan,AGI-6780,VSP34_8731,MN-64,ML323,XAV939,PFI3,Zoledronate,CZC24832,KRAS (G12C) Inhibitor-12,ERK_2440,Acetalax,LY2109761,AZD1332,Mirin,OTX015,Wnt-C59,PRIMA-1MET,PRT062607,AZD5438,Obatoclax Mesylate,AZD2014,OF-1,Selumetinib,WZ4003,Teniposide,Picolinici-acid,JAK_8517,Elephantin,Ruxolitinib,VE-822,ERK_6604,IWP-2,PAK_5339,RVX-208,TAF1_5496,Dinaciclib,Nelarabine,IGF1R_3801,GSK343,CDK9_5576,LCL161,I-BET-762,AZD5153,CDK9_5038,AZD1208,Dihydrorotenone,ULK1_4989,Sabutoclax,AZ960,IAP_5620,Ibrutinib,AZD5991,Eg5_9814,Vincristine,GSK2606414,AZD5582,Daporinad,OSI-027,AZD8055,SB216763,Axitinib,RO-3306,Tozasertib,GSK269962A,KU-55933,PF-4708671,AZD6482,ZM447439,JQ1,NU7441,SB505124,Ribociclib,Doramapimod,BMS-754807,BI-2536,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
HCC2218,,,3.386685,2.832373,,-2.388354,1.054417,5.8920660000000025,-3.736595,2.264402,,0.789987,3.272338,2.329184,,-2.207448,3.837342,,,,,,4.931466,-0.870865,-1.147612,3.3774029999999997,1.626581,1.976144,3.1179919999999997,4.22208,2.136978,1.54354,,,,5.110761,1.783942,3.354503,-1.6806169999999998,,-0.7119260000000001,0.823544,5.069704,4.907168,4.098738,3.3219,-3.580972,2.454831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.019772,,,,,,,,,,,,,,,,,,,,,4.622847,1.561636,4.554826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.611313,0.820961,5.066342,2.0426990000000003,4.125093,4.037141,1.826847,4.633582,2.307757,5.698233,3.799892,2.953552,3.082249,,3.0741970000000003,3.7461949999999997,,2.555524,7.5313089999999985,-1.05299,5.108822,4.00776,4.3921980000000005,6.0690550000000005,4.544007,9.242946
HCC2998,3.047532,-0.4919205,2.925846,1.077875,-4.7382225,-5.813974999999999,-1.265275,1.375821,1.2389430000000001,1.176382,-3.09183,5.256099,3.395547,-2.090774,4.620595,-2.314341,2.9505049999999997,4.672569,4.669775,4.553242,3.4627,5.355501,5.316763,-1.5803909999999999,-3.287872,2.252466,-6.0322,3.0893080000000004,-0.214966,3.233054,1.176635,-0.674802,3.838692,3.4426300000000003,2.140114,3.786425,1.721428,4.357337,-4.848592,3.165835,2.031318,2.0155689999999997,2.835501,2.842115,-2.373184,1.865889,-4.883071,1.34006,1.694798,4.39617,1.9347150000000002,2.958361,-4.4436870000000015,1.7581200000000001,0.930558,0.533829,2.951514,3.502094,-0.471764,3.821587,2.441525,-1.628055,1.8148520000000001,3.3323050000000003,0.355514,4.366341,2.9754669999999996,2.068882,-2.042173,4.9402989999999996,3.458354,3.514939,1.072633,1.7775349999999999,1.0002959999999999,0.710696,3.269821,0.385291,1.556777,0.962118,4.8838989999999995,4.948295,2.597496,5.580847,-5.42814,-5.686575,0.155313,1.408072,4.8461940000000014,2.898516,2.371876,4.725866000000001,2.123973,-0.484738,4.354286,3.887032,-2.250034,4.852276,2.632273,0.5488689999999999,1.51652,1.546337,3.102631,3.1147720000000003,-0.032442,3.8797669999999997,3.5240050000000003,4.822191,4.174028,3.3396879999999998,2.491966,-1.318207,2.317987,3.8472510000000004,4.810064,5.361079,0.701692,4.4666760000000005,1.1701709999999999,4.331276,4.568242,4.4605120000000005,4.729081,3.529668,5.141241,3.3664339999999995,1.268016,3.492661,4.537483,2.6289759999999998,4.12937,1.3094700000000001,4.501619,5.08019,1.393428,1.715955,0.629416,1.1393280000000001,4.135596,-1.196831,3.514624,0.06340599999999999,4.925808,3.215808,3.5798360000000002,4.961718,1.7366759999999999,0.696055,2.821206,2.220387,3.920014,3.5749519999999997,-3.6557459999999997,5.664186,1.609091,2.739457,-0.859302,4.282801999999998,2.482043,-0.142479,-3.221378,4.068241,0.701659,1.263321,-0.158102,2.186338,3.547054,5.176114,3.2618709999999997,-4.466869,-4.015406,3.9909,1.2717319999999999,,4.943564,-0.480937,5.343605999999999,,,,,,,,,,,3.024593,,,2.452375,,2.894995,-3.2958305,0.09022100000000001,-2.8334610000000002,3.4907745,2.183991,0.183841,7.5442339999999986
HCC70,5.0192915000000005,2.6789745,3.3087285000000004,0.173335,-3.227061,-1.717479,0.121553,5.238826,2.241723,1.317814,0.290468,4.0871699999999995,3.089032,1.8109380000000002,2.796173,-2.080449,5.494559,4.044239,5.078014,4.318523,4.0006580000000005,3.3125400000000003,5.409259,-2.2844580000000003,-3.619216,0.219396,0.9022889999999999,3.6429300000000002,1.7783240000000002,2.593475,0.360427,-1.499842,3.8480239999999997,3.4641629999999997,2.136421,3.803151,1.432343,5.490026,-2.551377,3.119422,2.73863,2.831118,3.2818379999999996,3.9446260000000004,3.3677910000000004,2.164248,-6.3176260000000015,3.092422,1.6611529999999999,3.704906,0.69506,2.3634209999999998,-1.453432,3.347637,0.7833720000000001,2.0485830000000003,0.20884,3.642343,2.9171169999999997,4.746042,4.12898,-0.89612,3.204402,2.8658099999999997,1.458059,4.4212,4.006576,1.8056880000000002,-0.458064,4.017229,3.751954,4.862273,1.093042,0.294987,3.62583,2.806931,3.8425199999999995,0.365633,2.686181,2.985205,4.370309,4.679712,2.157741,6.412141,-0.4980770000000001,-2.35452,-1.55216,2.366832,4.447375,1.557835,3.3129510000000004,3.203888,3.018459,3.0493,4.7798419999999995,2.998204,-3.5351489999999997,4.454944,4.5445139999999995,0.023708,2.61353,0.333865,3.497406,5.302137,3.553517,4.919830999999999,4.1283900000000004,5.248426,3.6635129999999996,3.0314259999999997,3.298801,0.103626,2.256478,2.340163,4.567451,5.415882,1.8673959999999998,3.7998230000000004,1.6437599999999999,3.956578,4.2126209999999995,4.8811,4.978423,3.134881,4.093968,4.965618,2.3876779999999997,-0.8082739999999999,4.9543029999999995,5.026255,4.350322,4.102888,3.042495,5.7443839999999975,4.974723,1.289873,2.460995,3.440571,3.2395009999999997,3.032666,4.2195540000000005,3.0642869999999998,4.900568,4.0558190000000005,4.456411,4.6989849999999995,2.531622,3.9081269999999995,2.659383,2.591226,4.854123,2.650928,-3.8911580000000003,5.621932,4.946889,2.623047,-1.3828559999999999,4.264974,4.968141999999999,3.9831800000000004,-3.909557,5.297961,-0.8074979999999999,0.06883600000000001,0.256738,3.6462790000000003,1.5447620000000002,4.936189,0.793122,-3.519686,1.11659,3.498883,-3.953411,-3.8027949999999997,1.3365879999999999,-0.956368,5.596881,2.3497939999999997,2.783132,2.1366709999999998,2.4545169999999996,2.9784349999999997,2.9796669999999996,1.7355209999999999,1.415901,2.9279759999999997,2.567169,,3.16531,5.4485449999999975,,1.382822,5.73574,-0.8638844999999999,4.48613,4.102107,3.2783115,4.092143,4.837397,6.83171
HCT-116,1.7633590000000001,-0.663244,2.82233,2.7483255,-5.24074,-5.4158085,-2.985721,2.461866,1.25578,1.867691,-1.4541870000000001,4.097430999999999,2.5015810000000003,-1.238551,3.31984,-3.557272,3.084366,3.41244,5.0095,4.51585,2.169167,3.521432,1.827357,-2.080258,-3.643665,2.9656569999999998,-3.556175,2.2056310000000003,0.739528,1.790829,1.179915,0.572538,3.182147,3.004516,2.577562,2.951318,0.7616310000000001,2.2643,-4.3623449999999995,2.6635020000000003,2.5505310000000003,2.087598,2.146155,4.153835,-3.696995,1.260649,-4.440554,1.9821119999999999,1.823388,4.1660699999999995,3.54536,3.155103,-5.384274,1.8574529999999998,0.502397,1.928349,3.343332,2.9065990000000004,-1.846616,1.9455509999999998,3.0625,-1.871128,2.243815,2.385846,0.490605,4.681101,2.261979,1.044108,-1.9494490000000002,4.3700730000000005,3.4367690000000004,4.73687,2.717175,2.449352,1.551593,2.412933,3.7880550000000004,2.053345,2.1708380000000003,1.834611,4.775455,4.758646,2.313736,4.610206,-4.893783999999999,-5.139451,-1.900152,0.53451,4.049378,2.451162,2.7916830000000004,4.4245470000000005,2.29429,-0.17321,4.637564,2.081296,-2.339152,4.008211,4.675955,0.0658,0.8482569999999999,1.194372,0.6382770000000001,4.715609,0.511564,3.243329,3.720932,3.6974199999999997,4.100027,2.997307,1.745746,-1.138368,2.0702130000000003,2.99566,3.901628,4.807785,-0.063889,3.2604290000000002,1.5256379999999998,4.397593,4.148096,4.539874,4.775246,2.6250880000000003,4.384836,3.994485,0.087271,3.906628,4.713436,2.7793740000000002,3.816247,2.028309,3.579921,3.0051229999999998,2.238101,0.6413399999999999,-0.387324,1.8738240000000002,3.2402580000000003,1.9790830000000001,3.050138,1.757881,3.9590449999999997,1.500402,2.904579,3.5599629999999998,3.506704,0.5610970000000001,1.126733,1.748128,4.766952,4.177779,-3.2739580000000004,5.42548,-0.592114,2.172605,-1.230675,4.653308,3.3549900000000004,0.089884,-2.933334,5.020283999999998,1.113233,2.018943,-2.086306,0.202967,4.591206,4.720068,5.321879,-4.672157,-3.1689950000000002,3.312421,1.835237,-6.045847,3.6362059999999996,-0.818206,3.388872,,,,,,,,,,,2.449411,,,1.2735670000000001,,5.884126,-2.483949,-0.215092,1.453951,3.2848255,-2.105229,-1.295747,7.531809
HCT-15,2.6756845,2.7412695,2.945398,1.224862,-4.0247985,-4.2957184999999996,-2.869888,2.774022,0.8248219999999999,1.041854,0.463606,3.5018949999999998,1.9619919999999997,2.6263259999999997,4.457231,-3.1200419999999998,3.319242,3.672296,6.16239,4.901776,2.607355,3.288358,4.871368,-1.7325549999999998,-3.8062370000000003,2.431818,0.391597,2.4769959999999998,-0.25529,3.3115980000000005,0.372938,0.19856300000000002,4.9143370000000015,0.715425,2.6577830000000002,3.6185379999999996,1.8486630000000002,3.501356,-0.217848,2.304728,1.972129,2.348452,2.67046,2.8556209999999997,-2.746357,2.2485310000000003,-4.9882290000000005,1.0626360000000001,1.4572100000000001,4.52694,2.829209,2.059401,-3.056559,1.795579,0.347521,0.653153,3.394562,2.249575,0.8054680000000001,4.485224,3.3638550000000005,-3.222664,2.069233,3.433101,-0.416286,4.853167,3.7510760000000003,2.31201,-0.904849,4.578964,4.390854,3.645086,1.413781,2.181741,1.8514810000000002,3.144791,3.255709,1.811346,2.34619,1.999466,5.633014,5.634614,4.706711,6.5902460000000005,-3.2761009999999997,-4.149876,0.37096,0.844882,4.428253,3.5172230000000004,2.895312,5.177766,1.743368,2.2105509999999997,5.348189,1.7941740000000002,-3.9322690000000002,4.213329,2.640005,-0.901642,1.817349,2.313406,0.446464,4.817875,-1.057982,3.101258,2.459921,4.606648000000002,4.518657,1.9103400000000001,2.051647,-1.9639330000000002,2.148093,2.405225,2.208628,5.265032,-0.27702,3.057696,0.801736,4.577554,4.0884339999999995,4.258245,5.352602,3.9231,4.568238,2.440546,1.268594,3.844503,4.152697,2.559661,4.302418,0.151042,2.8906259999999997,2.548699,1.73115,0.976073,-0.262989,0.070005,4.74546,3.783237,1.473919,-0.707298,4.963425,1.87018,1.900784,5.041446,0.49074700000000004,2.8634180000000002,3.3702339999999995,1.50969,4.318266,5.151051,-3.3476839999999997,6.199165,-0.265968,2.662945,-1.925658,4.0924510000000005,2.083549,-1.272953,-2.360392,4.5388470000000005,1.77246,2.84503,-1.937904,0.346806,5.416099,4.266046,4.477412,-4.6242,-2.683164,2.100956,4.138617,-5.891707,3.898275,-0.799313,4.528575,,,,,,,,,,,3.929555,,,0.711756,,,0.7879915000000001,2.1745799999999997,-1.474753,2.799345,1.7076209999999998,3.723385,7.923491
HD-MY-Z,8.2866605,4.660788999999999,5.818678,6.0697035,-0.6855685,0.6100800000000001,1.063625,7.666173,4.426499,6.02208,2.314827,6.953897,6.89628,3.538204,6.347358,0.491095,5.907173,7.192147,7.719716,6.6250240000000025,7.212461,6.5749960000000005,8.441214,-1.4107319999999999,-1.165907,6.273086,-0.553226,6.186246,2.87499,6.157807,4.03584,2.002262,6.966328999999999,5.802436,4.7114769999999995,6.5970869999999975,3.980968,6.438547,2.0952,6.636928999999999,6.0294870000000005,6.009847,6.406183,6.412132,0.13233499999999998,3.420327,-1.8081049999999999,4.836823000000001,5.24113,6.2895010000000005,5.559341000000001,6.065186,-6.0311910000000015,4.7387809999999995,2.676771,5.168696,5.8529519999999975,4.901294999999998,6.094028,5.23895,5.482365,-0.42023299999999997,5.532915,5.797261,2.0288720000000002,5.596245,3.417261,3.1450270000000002,1.438361,7.256367,6.326818,7.585371,4.123323,4.159233,5.2776819999999995,3.824592,7.08102,4.919357,5.501741,5.962062,7.402503,7.197444,5.209724,7.665723,-2.646736,2.383021,3.9832910000000004,2.404801,6.629047999999999,5.260018,6.322898,6.460879,5.175374,1.958879,5.990061,4.4823889999999995,-4.383166,5.5136660000000015,7.464503999999999,2.713349,5.3961809999999995,6.4518889999999995,5.825093,7.307978,5.5219059999999995,6.3192260000000005,5.594676,5.843828,4.886987,5.812409,4.184392,3.142619,3.3366230000000003,3.8166269999999995,7.794094999999999,8.89268,3.477728,5.538667,3.7603269999999998,7.846862,5.935642,6.731072999999999,7.528498,6.331745,7.760702,6.608346000000001,2.8907540000000003,7.9944479999999984,6.154511,3.701868,8.331823,6.462503,6.579155,6.814636,5.372251,4.436864,3.5205589999999995,1.757106,6.084119,6.634907000000001,6.092465,4.000765,7.0209589999999995,3.7987699999999998,6.08554,6.1795029999999995,6.930217,4.082115,4.866007,3.4627209999999997,7.427953,3.8935800000000014,0.9096049999999999,8.033008,1.7414669999999999,5.176193,1.376485,6.677575,7.529050999999999,2.779562,0.089384,7.004488,0.70533,3.1114889999999997,1.0316969999999999,3.103341,6.3329830000000005,6.098896,6.204112,-0.40374,3.5646690000000003,6.288012999999999,4.44947,-4.849435,,,,,,,,,,,,,,,,,,,5.690728,-2.2127275,2.231436,-0.352327,2.8349265,-1.530008,0.044529,7.480275999999999
HDQ-P1,3.93311,2.6669745,4.114152499999999,2.1180065,-4.682125,-1.5748545,-1.2836049999999999,5.3729,0.32653499999999996,-0.215619,-0.282167,-0.025162,2.795245,2.3096229999999998,5.1567370000000015,-3.166615,2.042423,3.955027,5.185156,4.266843,3.993548000000001,3.163949,5.873984,-1.1733959999999999,-3.697293,3.380443,-1.676041,4.533691999999999,0.835457,5.689933,-1.47758,0.936632,4.1502669999999995,-2.946468,-0.43825600000000003,4.505466,2.525806,4.080762,-1.878582,2.877698,0.73339,2.915876,2.284125,3.8678559999999997,1.653134,3.071512,-5.553825,2.519042,-1.258791,5.326131,2.62411,0.325909,-3.473357,1.684791,0.245691,2.79103,1.368791,2.8730330000000004,2.523468,4.276349,3.912666,-2.381801,1.369019,0.771373,0.201464,5.219436,-2.266931,2.531172,-0.9133389999999999,5.546156,4.467855999999999,1.586406,1.0178209999999999,1.876395,1.048409,-0.409071,1.960568,1.4887290000000002,1.837177,-0.44411999999999996,4.579655000000002,5.747173,4.532374,6.668187,-1.7058229999999999,-2.452579,1.337022,0.36959899999999996,5.0376769999999995,5.108756,3.642637,5.925675,0.6883699999999999,0.990383,2.91609,1.5385229999999999,-1.9551939999999999,4.104119,4.870132,-1.026198,2.69044,2.5531479999999998,2.181936,6.172489,2.441934,5.092034,5.8214809999999995,4.97144,5.6036,4.240598,3.9273160000000003,1.2256790000000002,3.2428220000000003,3.655699,4.79216,6.24607,1.548616,3.630475,2.177349,4.7171660000000015,5.082262,3.8270779999999998,5.604451,3.000523,4.860434,5.558643,2.720273,-1.201622,5.5957050000000015,4.32521,4.451219999999998,3.870823,4.62606,3.148986,3.099031,2.355766,1.930425,1.932766,3.797132,3.497821,3.88785,0.707561,4.826814,4.731421,3.728022,5.597296,4.915309,5.191071,2.695796,2.492718,4.732026,5.088439,-1.006987,6.330025,1.132053,1.777828,0.694566,5.275893,3.7532089999999996,2.933456,0.537686,5.253595,2.1496470000000003,2.7303759999999997,1.624689,2.132751,2.869296,2.38137,4.836837,0.692861,,3.578646,-1.048837,,0.813208,-0.272115,4.7958099999999995,4.428513,2.9681759999999997,4.0757129999999995,3.4595279999999997,4.64051,4.028576,2.2834950000000003,3.245906,2.76246,3.2011060000000002,,5.165604,4.610864,,1.8397279999999998,5.433573,0.045435500000000004,3.273635,4.851185,3.861782,3.255546,5.408017,7.224824000000001
HEC-1,4.9691145,4.0040815,4.2686455,5.4287195,-3.4636105,-0.7638659999999999,0.758196,6.478283,2.9380990000000002,3.939375,2.184358,5.165047,5.187482,5.09652,4.009581,1.522375,5.052311,4.853577,6.22664,5.3859900000000005,5.418825,4.880419,5.6570839999999984,-2.1680040000000003,-1.511681,4.931961,2.801242,6.08195,1.025828,4.624784,2.833273,1.305925,4.870571,3.182841,3.265529,5.243048,1.790803,4.856984,0.349557,3.99455,5.549742,2.973445,4.6115080000000015,4.234324,3.0758330000000003,2.540447,-4.826398999999999,3.343143,3.103173,5.417957,5.264053,3.729513,-4.04269,4.633411,2.013983,4.525747,4.605493,5.480012,4.414219999999999,5.641673,4.322935,-0.810085,5.0434339999999995,4.508706,1.785785,5.470929,2.473835,3.774451,0.822052,5.726829,5.811115,5.129174,2.810241,3.8973739999999997,3.6568650000000003,1.664248,4.002617,3.976352,2.326371,0.34836500000000004,5.673018,6.1828769999999995,5.341266,6.707891,0.204714,-0.070661,0.588883,3.8094300000000003,4.3306809999999984,4.424717,4.4829989999999995,6.16622,4.8731230000000005,3.9719339999999996,5.444006,4.71084,-0.605902,5.788113,4.365254,1.327681,4.918336,3.113959,4.420161,6.7718820000000015,0.28434699999999996,5.900762,5.808798,5.592817,5.718296,5.189927,5.890346,1.633281,2.571457,3.288768,5.436482,7.20586,0.248558,3.8370290000000002,5.216327,5.934055,4.041903,5.380307,5.620641,4.356669,6.177322,3.899261,4.217674,3.7602580000000003,6.137313,5.0671230000000005,6.109652,1.641473,4.335307,6.569292,4.765646,5.540475,1.909052,3.4760519999999997,3.5020089999999997,6.116475,5.5332690000000015,0.834026,5.6837620000000015,5.747764,5.3829480000000025,6.008931,3.966925,4.964567,3.316332,3.8429,5.9349099999999995,2.0776779999999997,-0.554085,6.167224,4.886936,3.8758559999999997,2.586088,5.629419,2.95795,1.159476,1.9352209999999999,6.1255489999999995,-2.261164,6.335294,0.290484,4.620773000000002,6.009607,6.148289,5.820305,-0.618809,1.5045030000000001,4.540696,6.1828769999999995,,,,,,,,,,,,,,,,,,,,5.111961,-1.6449224999999998,0.74512,3.272544,3.4287015,2.453379,3.821706,8.328700999999999
HGC-27,3.4525585,2.005827,2.2059265,-0.5873200000000001,-4.9577425,-6.607761,-1.7846,3.411768,1.7035049999999998,-1.718145,1.463351,4.187121,0.36465,3.10242,3.427475,-3.130027,3.67105,2.923816,4.57045,5.069652,2.030031,3.6215599999999997,4.386394,-1.985413,-3.8864339999999995,-0.337065,2.2498869999999997,0.731539,-0.205342,2.6661479999999997,-1.406223,-0.438459,1.252794,-1.514708,2.449758,3.5449800000000002,1.060173,4.814526,-5.217497,2.029201,1.5547540000000002,1.910796,1.928582,2.7077400000000003,,1.043776,-5.505534,1.583689,1.084791,3.332789,-0.42732200000000004,1.44249,-5.693365,1.5365149999999999,-0.6550699999999999,0.315108,0.754361,2.316682,1.1066280000000002,4.1663440000000005,2.724273,-4.313711,2.0646310000000003,3.00705,-0.685963,3.648076,2.442129,1.500868,-2.658633,4.345671,3.668337,2.891022,0.680265,-0.651834,1.449391,1.529706,2.80009,-1.649676,1.161638,1.68268,4.367853,4.838407,3.005109,5.307542,-4.843586,-5.827704,-1.551226,-0.20139200000000002,4.383885,3.111862,,4.866766999999999,1.484489,3.102896,3.736081,1.336193,-4.6452800000000005,4.613394,3.7777559999999997,-1.7803959999999999,3.254785,2.92358,-1.324722,5.0503029999999995,0.097353,4.552657,3.3344,4.635325,4.455197,3.0090369999999997,2.557309,-0.8064859999999999,2.144809,2.9279610000000003,4.452636,5.9617260000000005,1.7059419999999998,3.057495,1.888438,3.470247,3.9504940000000004,4.732682,4.866784,2.697269,4.854254,4.994904,3.8467019999999996,3.451732,4.814149,3.321857,4.63417,2.9296919999999997,3.3630940000000002,5.874002,2.534826,0.759997,1.3376219999999999,-0.26510100000000003,3.207164,5.314149,4.489663,0.19056099999999998,4.098142,1.307097,3.7337480000000003,4.817867,1.1928239999999999,4.339715,2.471311,2.416004,4.8189980000000014,3.5269790000000003,-3.6168139999999998,4.516124,0.000884,2.518955,-1.1312,4.547401,3.997068,2.254747,-3.345019,4.83219,0.075136,0.928392,-2.3522220000000003,2.342975,4.6320809999999994,2.81988,1.0749090000000001,-2.9360779999999997,-1.264629,3.443769,1.525539,,,,,,,,,,,,,,,,,,,,6.001023,-4.1330870000000015,-1.952229,0.307515,2.82726,0.295168,3.048765,7.047014999999999
HH,5.604641,2.6691145,2.869975,1.88604,-3.1295520000000003,1.0062975,1.6924860000000002,5.868526999999999,2.521315,2.169473,2.0607830000000003,4.692936,2.916849,5.03399,3.540255,-0.4507100000000001,3.299764,4.925164,5.921843,5.597252,5.698768,4.125936,5.650725,-1.348025,-2.015939,2.310452,3.034141,2.671576,2.805925,5.303803,1.1163129999999999,0.582529,5.576943,2.455922,3.247861,1.7723240000000002,1.2843879999999999,2.507547,-0.391328,2.6129830000000003,3.4985,2.420507,3.992116,3.7656650000000003,5.591112,0.8123520000000001,-3.992895,2.50164,2.523418,5.005136,3.637104,3.6912300000000013,-3.294517,3.987374,2.2223740000000003,4.455101,3.1756330000000004,2.7144340000000002,3.982961,2.2839150000000004,3.210216,-0.20979299999999998,3.7558849999999997,3.9830699999999997,1.241639,5.5925080000000005,4.161022,0.5423399999999999,3.272192,5.502759999999999,3.810394,5.5925080000000005,5.58786,2.281815,1.9614330000000002,3.8712089999999995,5.345413,1.674195,1.646741,2.050491,5.582701999999999,5.591726,5.5912760000000015,6.572800999999999,-1.0144549999999999,-2.195252,0.39663200000000004,3.065052,5.5876410000000005,3.173947,5.5925080000000005,3.839492,3.6589699999999996,3.209374,5.2249940000000015,1.046442,-2.553643,3.154574,3.18233,2.120987,3.427718,2.751353,4.549023,6.285655,3.7703290000000003,5.376295,4.066633,4.979384,5.1909550000000015,3.885965,3.877651,0.309442,2.0711,3.7419010000000004,5.464322,4.562073000000002,3.7727199999999996,4.9431709999999995,2.363834,5.320767,5.3223910000000005,4.1468440000000015,5.5870169999999995,2.165261,4.5199620000000005,4.384608999999998,4.985099,5.307981,5.52554,5.699247,4.93994,2.634487,3.6965449999999995,3.118002,3.3204589999999996,1.9453529999999999,3.986505,2.322434,4.95742,4.907941,3.8868949999999995,2.94156,5.4743,4.60118,4.454665,3.7649980000000003,2.8239509999999997,3.326404,1.649443,2.233018,4.209235,4.031448999999999,-3.474768,5.387918,3.9904940000000004,3.1459029999999997,-0.44163,5.5860650000000005,2.833632,1.954098,-3.6371239999999996,3.6269940000000003,1.131369,0.770976,2.248014,4.102016000000001,3.596714,3.944835,-0.70487,0.135579,0.340708,4.156363,1.817395,-5.446167,,,,,,,,,,,,,,,,,,,7.050342,-1.584898,1.05854,1.13564,3.4800115000000003,4.002249,1.336125,5.52654
HLE,5.328329,1.305492,2.785537,4.920022,-3.489565,-4.8200295,-3.7926050000000004,4.897533,2.4706740000000003,4.555574,1.158308,3.882888,4.653656,3.049521,4.377984,-3.5488169999999997,3.862374,2.737288,5.2564720000000005,5.1368230000000015,1.8582330000000002,3.8616010000000003,4.509394,-1.6083809999999998,-3.5267440000000003,5.162444,1.124683,3.898282,0.45836899999999997,2.6555,2.433818,0.533337,4.368124,0.308299,2.5283349999999998,4.058477,2.320693,5.2126220000000005,-0.8765040000000001,2.185825,3.263582,2.395521,4.048629,3.6496199999999996,-3.047295,2.430299,-5.2572800000000015,2.153022,1.227058,4.484858999999998,4.3160419999999995,2.408179,-5.5694120000000025,1.370633,0.968463,1.868423,4.420268,2.061958,2.247865,3.821643,3.015988,-0.7772680000000001,4.0844580000000015,3.5371089999999996,-0.331963,4.931207,3.7553919999999996,1.603107,-1.707575,4.551976,4.187478,4.608581,1.946777,3.5941,1.837475,2.5386319999999998,3.5871180000000003,3.477817,2.922328,1.048804,4.918751,4.9326940000000015,3.731243,5.412622,-3.9585510000000004,-4.196177,-0.397622,1.7234880000000001,4.748705,4.185969999999998,3.872625,4.954865,3.262587,3.098061,5.224913,4.82343,-3.403025,4.1182099999999995,4.545921,1.2935299999999998,3.783458,2.866203,0.729271,5.663459,-0.158339,4.681171,3.379067,4.204301999999998,4.020975,2.715451,3.355286,-2.1027080000000002,2.57415,2.841775,4.508337,5.669306,-1.057187,3.159724,1.804902,5.262368,4.008394,5.012194,5.32674,3.7512769999999995,5.4229650000000005,3.9170949999999998,1.7389869999999998,3.9602120000000003,4.964199,2.029027,3.870535,1.863257,2.6956689999999996,2.784777,3.4051760000000004,1.077547,1.4532610000000001,1.559034,4.796284,5.752731,3.369485,-1.272114,4.944923999999999,1.586186,2.92777,4.8912330000000015,3.250556,3.8255800000000004,2.658528,1.969755,4.045678,4.756829,-3.634348,5.630141,0.21201,2.8854889999999997,-1.765166,5.294761,3.139703,0.507394,-3.7156059999999997,5.022355999999999,1.1094950000000001,2.214279,-0.803346,0.292781,5.4139040000000005,3.772786,3.7603940000000002,-3.7593360000000002,-3.256098,2.9567900000000003,2.17162,-5.465317,,,,,,,,,,,,,,,,,,,6.042614,-3.136907,-0.48816000000000004,1.3235620000000001,3.467192,1.376542,3.7424589999999998,7.166925
